"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"POL","GDPHRWKD","TOT","USD","A","2015",34.314904,
"POL","GDPHRWKD","TOT","USD","A","2016",35.702255,
"POL","GDPHRWKD","TOT","USD","A","2017",37.402839,
"POL","GDPHRWKD","TOT","USD","A","2018",39.697197,
"POL","GDPHRWKD","TOT","USD","A","2019",41.777088,
"POL","GDPHRWKD","TOT","USD","A","2020",40.96603,
"PRT","GDPHRWKD","TOT","USD","A","1970",15.884268,
"PRT","GDPHRWKD","TOT","USD","A","1971",16.742211,
"PRT","GDPHRWKD","TOT","USD","A","1972",18.288099,
"PRT","GDPHRWKD","TOT","USD","A","1973",20.619838,
"PRT","GDPHRWKD","TOT","USD","A","1974",19.602583,
"PRT","GDPHRWKD","TOT","USD","A","1975",18.01865,
"PRT","GDPHRWKD","TOT","USD","A","1976",19.117042,
"PRT","GDPHRWKD","TOT","USD","A","1977",20.192174,
"PRT","GDPHRWKD","TOT","USD","A","1978",20.934742,
"PRT","GDPHRWKD","TOT","USD","A","1979",21.974077,
"PRT","GDPHRWKD","TOT","USD","A","1980",22.607184,
"PRT","GDPHRWKD","TOT","USD","A","1981",23.001586,
"PRT","GDPHRWKD","TOT","USD","A","1982",23.646247,
"PRT","GDPHRWKD","TOT","USD","A","1983",22.689251,
"PRT","GDPHRWKD","TOT","USD","A","1984",22.454542,
"PRT","GDPHRWKD","TOT","USD","A","1985",23.320772,
"PRT","GDPHRWKD","TOT","USD","A","1986",24.392544,
"PRT","GDPHRWKD","TOT","USD","A","1987",25.088153,
"PRT","GDPHRWKD","TOT","USD","A","1988",26.291719,
"PRT","GDPHRWKD","TOT","USD","A","1989",27.066936,
"PRT","GDPHRWKD","TOT","USD","A","1990",27.707487,
"PRT","GDPHRWKD","TOT","USD","A","1991",29.164906,
"PRT","GDPHRWKD","TOT","USD","A","1992",30.209877,
"PRT","GDPHRWKD","TOT","USD","A","1993",30.169923,
"PRT","GDPHRWKD","TOT","USD","A","1994",30.35293,
"PRT","GDPHRWKD","TOT","USD","A","1995",30.792879,
"PRT","GDPHRWKD","TOT","USD","A","1996",31.328764,
"PRT","GDPHRWKD","TOT","USD","A","1997",31.945256,
"PRT","GDPHRWKD","TOT","USD","A","1998",32.308401,
"PRT","GDPHRWKD","TOT","USD","A","1999",33.021921,
"PRT","GDPHRWKD","TOT","USD","A","2000",33.39192,
"PRT","GDPHRWKD","TOT","USD","A","2001",33.741433,
"PRT","GDPHRWKD","TOT","USD","A","2002",33.986751,
"PRT","GDPHRWKD","TOT","USD","A","2003",34.135504,
"PRT","GDPHRWKD","TOT","USD","A","2004",34.873034,
"PRT","GDPHRWKD","TOT","USD","A","2005",35.267262,
"PRT","GDPHRWKD","TOT","USD","A","2006",35.925218,
"PRT","GDPHRWKD","TOT","USD","A","2007",36.484824,
"PRT","GDPHRWKD","TOT","USD","A","2008",36.718742,
"PRT","GDPHRWKD","TOT","USD","A","2009",36.568904,
"PRT","GDPHRWKD","TOT","USD","A","2010",37.676862,
"PRT","GDPHRWKD","TOT","USD","A","2011",38.253287,
"PRT","GDPHRWKD","TOT","USD","A","2012",38.624047,
"PRT","GDPHRWKD","TOT","USD","A","2013",39.167282,
"PRT","GDPHRWKD","TOT","USD","A","2014",38.770072,
"PRT","GDPHRWKD","TOT","USD","A","2015",38.765602,
"PRT","GDPHRWKD","TOT","USD","A","2016",38.80674,
"PRT","GDPHRWKD","TOT","USD","A","2017",39.115124,
"PRT","GDPHRWKD","TOT","USD","A","2018",39.068634,
"PRT","GDPHRWKD","TOT","USD","A","2019",39.572923,
"PRT","GDPHRWKD","TOT","USD","A","2020",40.272587,
"SVK","GDPHRWKD","TOT","USD","A","1995",18.983256,
"SVK","GDPHRWKD","TOT","USD","A","1996",20.190784,
"SVK","GDPHRWKD","TOT","USD","A","1997",21.487873,
"SVK","GDPHRWKD","TOT","USD","A","1998",22.570067,
"SVK","GDPHRWKD","TOT","USD","A","1999",23.203778,
"SVK","GDPHRWKD","TOT","USD","A","2000",23.950493,
"SVK","GDPHRWKD","TOT","USD","A","2001",24.79125,
"SVK","GDPHRWKD","TOT","USD","A","2002",26.573637,
"SVK","GDPHRWKD","TOT","USD","A","2003",28.658034,
"SVK","GDPHRWKD","TOT","USD","A","2004",29.469148,
"SVK","GDPHRWKD","TOT","USD","A","2005",30.441486,
"SVK","GDPHRWKD","TOT","USD","A","2006",32.262961,
"SVK","GDPHRWKD","TOT","USD","A","2007",34.697973,
"SVK","GDPHRWKD","TOT","USD","A","2008",35.44579,
"SVK","GDPHRWKD","TOT","USD","A","2009",34.430955,
"SVK","GDPHRWKD","TOT","USD","A","2010",36.503848,
"SVK","GDPHRWKD","TOT","USD","A","2011",37.13854,
"SVK","GDPHRWKD","TOT","USD","A","2012",37.90772,
"SVK","GDPHRWKD","TOT","USD","A","2013",38.837786,
"SVK","GDPHRWKD","TOT","USD","A","2014",39.577747,
"SVK","GDPHRWKD","TOT","USD","A","2015",40.807354,
"SVK","GDPHRWKD","TOT","USD","A","2016",41.038224,
"SVK","GDPHRWKD","TOT","USD","A","2017",41.985606,
"SVK","GDPHRWKD","TOT","USD","A","2018",42.908157,
"SVK","GDPHRWKD","TOT","USD","A","2019",43.838063,
"SVK","GDPHRWKD","TOT","USD","A","2020",45.805331,
"ESP","GDPHRWKD","TOT","USD","A","1970",19.456709,
"ESP","GDPHRWKD","TOT","USD","A","1971",20.254235,
"ESP","GDPHRWKD","TOT","USD","A","1972",21.883542,
"ESP","GDPHRWKD","TOT","USD","A","1973",23.266107,
"ESP","GDPHRWKD","TOT","USD","A","1974",24.326676,
"ESP","GDPHRWKD","TOT","USD","A","1975",24.740871,
"ESP","GDPHRWKD","TOT","USD","A","1976",25.741652,
"ESP","GDPHRWKD","TOT","USD","A","1977",26.69427,
"ESP","GDPHRWKD","TOT","USD","A","1978",27.944322,
"ESP","GDPHRWKD","TOT","USD","A","1979",29.080019,
"ESP","GDPHRWKD","TOT","USD","A","1980",30.842335,
"ESP","GDPHRWKD","TOT","USD","A","1981",32.129102,
"ESP","GDPHRWKD","TOT","USD","A","1982",33.182738,
"ESP","GDPHRWKD","TOT","USD","A","1983",34.482717,
"ESP","GDPHRWKD","TOT","USD","A","1984",36.786388,
"ESP","GDPHRWKD","TOT","USD","A","1985",38.244664,
"ESP","GDPHRWKD","TOT","USD","A","1986",38.769527,
"ESP","GDPHRWKD","TOT","USD","A","1987",39.227079,
"ESP","GDPHRWKD","TOT","USD","A","1988",39.92217,
"ESP","GDPHRWKD","TOT","USD","A","1989",40.663923,
"ESP","GDPHRWKD","TOT","USD","A","1990",40.610334,
"ESP","GDPHRWKD","TOT","USD","A","1991",40.93923,
"ESP","GDPHRWKD","TOT","USD","A","1992",42.095182,
"ESP","GDPHRWKD","TOT","USD","A","1993",43.075286,
"ESP","GDPHRWKD","TOT","USD","A","1994",44.336893,
"ESP","GDPHRWKD","TOT","USD","A","1995",44.707713,
"ESP","GDPHRWKD","TOT","USD","A","1996",45.202826,
"ESP","GDPHRWKD","TOT","USD","A","1997",45.127254,
"ESP","GDPHRWKD","TOT","USD","A","1998",44.914611,
"ESP","GDPHRWKD","TOT","USD","A","1999",44.756285,
"ESP","GDPHRWKD","TOT","USD","A","2000",44.96434,
"ESP","GDPHRWKD","TOT","USD","A","2001",45.03635,
"ESP","GDPHRWKD","TOT","USD","A","2002",45.106207,
"ESP","GDPHRWKD","TOT","USD","A","2003",45.24043,
"ESP","GDPHRWKD","TOT","USD","A","2004",45.385456,
"ESP","GDPHRWKD","TOT","USD","A","2005",45.562728,
"ESP","GDPHRWKD","TOT","USD","A","2006",45.829181,
"ESP","GDPHRWKD","TOT","USD","A","2007",46.335693,
"ESP","GDPHRWKD","TOT","USD","A","2008",46.455022,
"ESP","GDPHRWKD","TOT","USD","A","2009",47.574562,
"ESP","GDPHRWKD","TOT","USD","A","2010",48.783989,
"ESP","GDPHRWKD","TOT","USD","A","2011",49.504172,
"ESP","GDPHRWKD","TOT","USD","A","2012",50.45889,
"ESP","GDPHRWKD","TOT","USD","A","2013",51.186839,
"ESP","GDPHRWKD","TOT","USD","A","2014",51.339305,
"ESP","GDPHRWKD","TOT","USD","A","2015",51.745407,
"ESP","GDPHRWKD","TOT","USD","A","2016",51.978712,
"ESP","GDPHRWKD","TOT","USD","A","2017",52.431783,
"ESP","GDPHRWKD","TOT","USD","A","2018",52.308054,
"ESP","GDPHRWKD","TOT","USD","A","2019",52.511733,
"ESP","GDPHRWKD","TOT","USD","A","2020",52.274837,
"SWE","GDPHRWKD","TOT","USD","A","1970",30.206157,
"SWE","GDPHRWKD","TOT","USD","A","1971",31.127651,
"SWE","GDPHRWKD","TOT","USD","A","1972",32.497715,
"SWE","GDPHRWKD","TOT","USD","A","1973",34.000922,
"SWE","GDPHRWKD","TOT","USD","A","1974",34.804306,
"SWE","GDPHRWKD","TOT","USD","A","1975",35.534957,
"SWE","GDPHRWKD","TOT","USD","A","1976",35.500445,
"SWE","GDPHRWKD","TOT","USD","A","1977",35.610328,
"SWE","GDPHRWKD","TOT","USD","A","1978",36.955464,
"SWE","GDPHRWKD","TOT","USD","A","1979",38.157216,
"SWE","GDPHRWKD","TOT","USD","A","1980",38.351998,
"SWE","GDPHRWKD","TOT","USD","A","1981",38.68891,
"SWE","GDPHRWKD","TOT","USD","A","1982",38.877849,
"SWE","GDPHRWKD","TOT","USD","A","1983",39.271798,
"SWE","GDPHRWKD","TOT","USD","A","1984",40.507687,
"SWE","GDPHRWKD","TOT","USD","A","1985",40.87299,
"SWE","GDPHRWKD","TOT","USD","A","1986",41.775158,
"SWE","GDPHRWKD","TOT","USD","A","1987",42.560488,
"SWE","GDPHRWKD","TOT","USD","A","1988",42.515013,
"SWE","GDPHRWKD","TOT","USD","A","1989",43.046645,
"SWE","GDPHRWKD","TOT","USD","A","1990",43.065544,
"SWE","GDPHRWKD","TOT","USD","A","1991",43.618098,
"SWE","GDPHRWKD","TOT","USD","A","1992",44.583207,
"SWE","GDPHRWKD","TOT","USD","A","1993",45.56177,
"SWE","GDPHRWKD","TOT","USD","A","1994",46.707471,
"SWE","GDPHRWKD","TOT","USD","A","1995",47.578617,
"SWE","GDPHRWKD","TOT","USD","A","1996",48.395512,
"SWE","GDPHRWKD","TOT","USD","A","1997",50.360522,
"SWE","GDPHRWKD","TOT","USD","A","1998",51.691363,
"SWE","GDPHRWKD","TOT","USD","A","1999",52.468657,
"SWE","GDPHRWKD","TOT","USD","A","2000",54.375144,
"SWE","GDPHRWKD","TOT","USD","A","2001",54.797151,
"SWE","GDPHRWKD","TOT","USD","A","2002",56.754132,
"SWE","GDPHRWKD","TOT","USD","A","2003",58.928846,
"SWE","GDPHRWKD","TOT","USD","A","2004",60.978577,
"SWE","GDPHRWKD","TOT","USD","A","2005",62.707178,
"SWE","GDPHRWKD","TOT","USD","A","2006",64.541247,
"SWE","GDPHRWKD","TOT","USD","A","2007",64.701634,
"SWE","GDPHRWKD","TOT","USD","A","2008",63.575092,
"SWE","GDPHRWKD","TOT","USD","A","2009",62.666044,
"SWE","GDPHRWKD","TOT","USD","A","2010",64.863053,
"SWE","GDPHRWKD","TOT","USD","A","2011",65.418685,
"SWE","GDPHRWKD","TOT","USD","A","2012",65.083663,
"SWE","GDPHRWKD","TOT","USD","A","2013",65.583048,
"SWE","GDPHRWKD","TOT","USD","A","2014",66.351351,
"SWE","GDPHRWKD","TOT","USD","A","2015",68.27252,
"SWE","GDPHRWKD","TOT","USD","A","2016",67.864029,
"SWE","GDPHRWKD","TOT","USD","A","2017",68.496433,
"SWE","GDPHRWKD","TOT","USD","A","2018",68.72116,
"SWE","GDPHRWKD","TOT","USD","A","2019",70.343745,
"SWE","GDPHRWKD","TOT","USD","A","2020",70.65271,
"CHE","GDPHRWKD","TOT","USD","A","1970",40.913565,
"CHE","GDPHRWKD","TOT","USD","A","1971",42.047201,
"CHE","GDPHRWKD","TOT","USD","A","1972",43.313555,
"CHE","GDPHRWKD","TOT","USD","A","1973",44.806971,
"CHE","GDPHRWKD","TOT","USD","A","1974",46.183334,
"CHE","GDPHRWKD","TOT","USD","A","1975",45.177652,
"CHE","GDPHRWKD","TOT","USD","A","1976",45.954877,
"CHE","GDPHRWKD","TOT","USD","A","1977",47.538201,
"CHE","GDPHRWKD","TOT","USD","A","1978",47.630376,
"CHE","GDPHRWKD","TOT","USD","A","1979",48.633552,
"CHE","GDPHRWKD","TOT","USD","A","1980",50.123561,
"CHE","GDPHRWKD","TOT","USD","A","1981",50.292491,
"CHE","GDPHRWKD","TOT","USD","A","1982",49.69234,
"CHE","GDPHRWKD","TOT","USD","A","1983",50.425183,
"CHE","GDPHRWKD","TOT","USD","A","1984",51.999602,
"CHE","GDPHRWKD","TOT","USD","A","1985",53.037461,
"CHE","GDPHRWKD","TOT","USD","A","1986",53.08242,
"CHE","GDPHRWKD","TOT","USD","A","1987",52.666086,
"CHE","GDPHRWKD","TOT","USD","A","1988",53.028336,
"CHE","GDPHRWKD","TOT","USD","A","1989",54.349299,
"CHE","GDPHRWKD","TOT","USD","A","1990",54.921784,
"CHE","GDPHRWKD","TOT","USD","A","1991",53.509477,"B"
"CHE","GDPHRWKD","TOT","USD","A","1992",53.983038,
"CHE","GDPHRWKD","TOT","USD","A","1993",54.477362,
"CHE","GDPHRWKD","TOT","USD","A","1994",54.858899,
"CHE","GDPHRWKD","TOT","USD","A","1995",55.837572,
"CHE","GDPHRWKD","TOT","USD","A","1996",57.046066,
"CHE","GDPHRWKD","TOT","USD","A","1997",58.751779,
"CHE","GDPHRWKD","TOT","USD","A","1998",59.474725,
"CHE","GDPHRWKD","TOT","USD","A","1999",59.260019,
"CHE","GDPHRWKD","TOT","USD","A","2000",61.186261,
"CHE","GDPHRWKD","TOT","USD","A","2001",62.591374,
"CHE","GDPHRWKD","TOT","USD","A","2002",62.956428,
"CHE","GDPHRWKD","TOT","USD","A","2003",62.648295,
"CHE","GDPHRWKD","TOT","USD","A","2004",63.085764,
"CHE","GDPHRWKD","TOT","USD","A","2005",64.622926,
"CHE","GDPHRWKD","TOT","USD","A","2006",66.20517,
"CHE","GDPHRWKD","TOT","USD","A","2007",67.534657,
"CHE","GDPHRWKD","TOT","USD","A","2008",68.157631,
"CHE","GDPHRWKD","TOT","USD","A","2009",66.778137,
"CHE","GDPHRWKD","TOT","USD","A","2010",68.692963,
"CHE","GDPHRWKD","TOT","USD","A","2011",68.484228,
"CHE","GDPHRWKD","TOT","USD","A","2012",68.810054,
"CHE","GDPHRWKD","TOT","USD","A","2013",70.078789,
"CHE","GDPHRWKD","TOT","USD","A","2014",70.810654,
"CHE","GDPHRWKD","TOT","USD","A","2015",70.281159,
"CHE","GDPHRWKD","TOT","USD","A","2016",70.702005,
"CHE","GDPHRWKD","TOT","USD","A","2017",72.108607,
"CHE","GDPHRWKD","TOT","USD","A","2018",73.997909,
"CHE","GDPHRWKD","TOT","USD","A","2019",74.442842,
"TUR","GDPHRWKD","TOT","USD","A","1970",11.177786,
"TUR","GDPHRWKD","TOT","USD","A","1971",11.652401,
"TUR","GDPHRWKD","TOT","USD","A","1972",12.22939,
"TUR","GDPHRWKD","TOT","USD","A","1973",12.450193,
"TUR","GDPHRWKD","TOT","USD","A","1974",12.919628,
"TUR","GDPHRWKD","TOT","USD","A","1975",13.786742,
"TUR","GDPHRWKD","TOT","USD","A","1976",15.139833,
"TUR","GDPHRWKD","TOT","USD","A","1977",15.297652,
"TUR","GDPHRWKD","TOT","USD","A","1978",15.448878,
"TUR","GDPHRWKD","TOT","USD","A","1979",15.256117,
"TUR","GDPHRWKD","TOT","USD","A","1980",14.754563,
"TUR","GDPHRWKD","TOT","USD","A","1981",15.396889,
"TUR","GDPHRWKD","TOT","USD","A","1982",15.840796,
"TUR","GDPHRWKD","TOT","USD","A","1983",16.533193,
"TUR","GDPHRWKD","TOT","USD","A","1984",17.975903,
"TUR","GDPHRWKD","TOT","USD","A","1985",18.171457,
"TUR","GDPHRWKD","TOT","USD","A","1986",19.253553,
"TUR","GDPHRWKD","TOT","USD","A","1987",21.053958,
"TUR","GDPHRWKD","TOT","USD","A","1988",21.266639,
"TUR","GDPHRWKD","TOT","USD","A","1989",20.454308,
"TUR","GDPHRWKD","TOT","USD","A","1990",21.988263,
"TUR","GDPHRWKD","TOT","USD","A","1991",21.305202,
"TUR","GDPHRWKD","TOT","USD","A","1992",22.066973,
"TUR","GDPHRWKD","TOT","USD","A","1993",24.784925,
"TUR","GDPHRWKD","TOT","USD","A","1994",22.068673,
"TUR","GDPHRWKD","TOT","USD","A","1995",23.127624,
"TUR","GDPHRWKD","TOT","USD","A","1996",23.850784,
"TUR","GDPHRWKD","TOT","USD","A","1997",25.824555,
"TUR","GDPHRWKD","TOT","USD","A","1998",25.854493,
"TUR","GDPHRWKD","TOT","USD","A","1999",24.186093,
"TUR","GDPHRWKD","TOT","USD","A","2000",26.246346,
"TUR","GDPHRWKD","TOT","USD","A","2001",24.681869,
"TUR","GDPHRWKD","TOT","USD","A","2002",26.339978,
"TUR","GDPHRWKD","TOT","USD","A","2003",28.078322,
"TUR","GDPHRWKD","TOT","USD","A","2004",30.644277,
"TUR","GDPHRWKD","TOT","USD","A","2005",32.580282,
"TUR","GDPHRWKD","TOT","USD","A","2006",34.111688,
"TUR","GDPHRWKD","TOT","USD","A","2007",35.924232,
"TUR","GDPHRWKD","TOT","USD","A","2008",35.805009,
"TUR","GDPHRWKD","TOT","USD","A","2009",34.328244,
"TUR","GDPHRWKD","TOT","USD","A","2010",35.19322,
"TUR","GDPHRWKD","TOT","USD","A","2011",37.128369,
"TUR","GDPHRWKD","TOT","USD","A","2012",37.905972,
"TUR","GDPHRWKD","TOT","USD","A","2013",40.465033,
"TUR","GDPHRWKD","TOT","USD","A","2014",40.388888,"E"
"TUR","GDPHRWKD","TOT","USD","A","2015",41.604969,"E"
"TUR","GDPHRWKD","TOT","USD","A","2016",42.044193,"E"
"TUR","GDPHRWKD","TOT","USD","A","2017",43.699749,"E"
"TUR","GDPHRWKD","TOT","USD","A","2018",44.0369,"E"
"TUR","GDPHRWKD","TOT","USD","A","2019",45.41638,"E"
"GBR","GDPHRWKD","TOT","USD","A","1970",22.993696,
"GBR","GDPHRWKD","TOT","USD","A","1971",24.496003,
"GBR","GDPHRWKD","TOT","USD","A","1972",25.941702,
"GBR","GDPHRWKD","TOT","USD","A","1973",26.403717,
"GBR","GDPHRWKD","TOT","USD","A","1974",26.217613,
"GBR","GDPHRWKD","TOT","USD","A","1975",26.006095,
"GBR","GDPHRWKD","TOT","USD","A","1976",27.158786,
"GBR","GDPHRWKD","TOT","USD","A","1977",28.09711,
"GBR","GDPHRWKD","TOT","USD","A","1978",29.438999,
"GBR","GDPHRWKD","TOT","USD","A","1979",30.36028,
"GBR","GDPHRWKD","TOT","USD","A","1980",30.666196,
"GBR","GDPHRWKD","TOT","USD","A","1981",32.495868,
"GBR","GDPHRWKD","TOT","USD","A","1982",33.45779,
"GBR","GDPHRWKD","TOT","USD","A","1983",35.22797,
"GBR","GDPHRWKD","TOT","USD","A","1984",34.900848,
"GBR","GDPHRWKD","TOT","USD","A","1985",35.302136,
"GBR","GDPHRWKD","TOT","USD","A","1986",36.226383,
"GBR","GDPHRWKD","TOT","USD","A","1987",37.564423,
"GBR","GDPHRWKD","TOT","USD","A","1988",37.505051,
"GBR","GDPHRWKD","TOT","USD","A","1989",37.660283,
"GBR","GDPHRWKD","TOT","USD","A","1990",38.06534,
"GBR","GDPHRWKD","TOT","USD","A","1991",38.839083,
"GBR","GDPHRWKD","TOT","USD","A","1992",40.69024,
"GBR","GDPHRWKD","TOT","USD","A","1993",42.179556,
"GBR","GDPHRWKD","TOT","USD","A","1994",43.212843,
"GBR","GDPHRWKD","TOT","USD","A","1995",43.817686,
"GBR","GDPHRWKD","TOT","USD","A","1996",44.492508,
"GBR","GDPHRWKD","TOT","USD","A","1997",45.884578,
"GBR","GDPHRWKD","TOT","USD","A","1998",47.224129,
"GBR","GDPHRWKD","TOT","USD","A","1999",48.384791,
"GBR","GDPHRWKD","TOT","USD","A","2000",49.981665,
"GBR","GDPHRWKD","TOT","USD","A","2001",50.760785,
"GBR","GDPHRWKD","TOT","USD","A","2002",52.101861,
"GBR","GDPHRWKD","TOT","USD","A","2003",53.612847,
"GBR","GDPHRWKD","TOT","USD","A","2004",54.242063,
"GBR","GDPHRWKD","TOT","USD","A","2005",54.868835,
"GBR","GDPHRWKD","TOT","USD","A","2006",56.081938,
"GBR","GDPHRWKD","TOT","USD","A","2007",56.755416,
"GBR","GDPHRWKD","TOT","USD","A","2008",56.7107,
"GBR","GDPHRWKD","TOT","USD","A","2009",55.588499,
"GBR","GDPHRWKD","TOT","USD","A","2010",56.938506,
"GBR","GDPHRWKD","TOT","USD","A","2011",57.072108,
"GBR","GDPHRWKD","TOT","USD","A","2012",56.666496,
"GBR","GDPHRWKD","TOT","USD","A","2013",57.123656,
"GBR","GDPHRWKD","TOT","USD","A","2014",57.103126,
"GBR","GDPHRWKD","TOT","USD","A","2015",58.098073,
"GBR","GDPHRWKD","TOT","USD","A","2016",57.637128,
"GBR","GDPHRWKD","TOT","USD","A","2017",58.253332,
"GBR","GDPHRWKD","TOT","USD","A","2018",58.287063,
"GBR","GDPHRWKD","TOT","USD","A","2019",58.414529,
"GBR","GDPHRWKD","TOT","USD","A","2020",59.536038,
"USA","GDPHRWKD","TOT","USD","A","1970",33.66589,
"USA","GDPHRWKD","TOT","USD","A","1971",34.928394,
"USA","GDPHRWKD","TOT","USD","A","1972",35.777923,
"USA","GDPHRWKD","TOT","USD","A","1973",36.627119,
"USA","GDPHRWKD","TOT","USD","A","1974",36.296677,
"USA","GDPHRWKD","TOT","USD","A","1975",37.290386,
"USA","GDPHRWKD","TOT","USD","A","1976",38.193834,
"USA","GDPHRWKD","TOT","USD","A","1977",38.601344,
"USA","GDPHRWKD","TOT","USD","A","1978",38.907074,
"USA","GDPHRWKD","TOT","USD","A","1979",39.081326,
"USA","GDPHRWKD","TOT","USD","A","1980",39.089232,
"USA","GDPHRWKD","TOT","USD","A","1981",39.996005,
"USA","GDPHRWKD","TOT","USD","A","1982",39.867512,
"USA","GDPHRWKD","TOT","USD","A","1983",40.958432,
"USA","GDPHRWKD","TOT","USD","A","1984",41.8123,
"USA","GDPHRWKD","TOT","USD","A","1985",42.581209,
"USA","GDPHRWKD","TOT","USD","A","1986",43.54441,
"USA","GDPHRWKD","TOT","USD","A","1987",43.860988,
"USA","GDPHRWKD","TOT","USD","A","1988",44.36805,
"USA","GDPHRWKD","TOT","USD","A","1989",44.758944,
"USA","GDPHRWKD","TOT","USD","A","1990",45.525382,
"USA","GDPHRWKD","TOT","USD","A","1991",46.121816,
"USA","GDPHRWKD","TOT","USD","A","1992",47.706207,
"USA","GDPHRWKD","TOT","USD","A","1993",47.888337,
"USA","GDPHRWKD","TOT","USD","A","1994",48.294025,
"USA","GDPHRWKD","TOT","USD","A","1995",48.400317,
"USA","GDPHRWKD","TOT","USD","A","1996",49.603549,
"USA","GDPHRWKD","TOT","USD","A","1997",50.322583,
"USA","GDPHRWKD","TOT","USD","A","1998",51.454705,
"USA","GDPHRWKD","TOT","USD","A","1999",52.953791,
"USA","GDPHRWKD","TOT","USD","A","2000",54.434425,
"USA","GDPHRWKD","TOT","USD","A","2001",55.652851,
"USA","GDPHRWKD","TOT","USD","A","2002",57.218158,
"USA","GDPHRWKD","TOT","USD","A","2003",58.985586,
"USA","GDPHRWKD","TOT","USD","A","2004",60.497742,
"USA","GDPHRWKD","TOT","USD","A","2005",61.779568,
"USA","GDPHRWKD","TOT","USD","A","2006",62.408346,
"USA","GDPHRWKD","TOT","USD","A","2007",63.201213,
"USA","GDPHRWKD","TOT","USD","A","2008",63.84522,
"USA","GDPHRWKD","TOT","USD","A","2009",65.928401,
"USA","GDPHRWKD","TOT","USD","A","2010",67.575254,
"USA","GDPHRWKD","TOT","USD","A","2011",67.601832,
"USA","GDPHRWKD","TOT","USD","A","2012",67.836447,
"USA","GDPHRWKD","TOT","USD","A","2013",68.124883,
"USA","GDPHRWKD","TOT","USD","A","2014",68.506223,
"USA","GDPHRWKD","TOT","USD","A","2015",69.155227,
"USA","GDPHRWKD","TOT","USD","A","2016",69.381273,
"USA","GDPHRWKD","TOT","USD","A","2017",70.092396,
"USA","GDPHRWKD","TOT","USD","A","2018",70.90677,
"USA","GDPHRWKD","TOT","USD","A","2019",71.821985,
"USA","GDPHRWKD","TOT","USD","A","2020",74.312174,"E"
"CHL","GDPHRWKD","TOT","USD","A","1986",10.069454,
"CHL","GDPHRWKD","TOT","USD","A","1987",10.315776,
"CHL","GDPHRWKD","TOT","USD","A","1988",10.419699,
"CHL","GDPHRWKD","TOT","USD","A","1989",10.912878,
"CHL","GDPHRWKD","TOT","USD","A","1990",11.060251,
"CHL","GDPHRWKD","TOT","USD","A","1991",11.752908,
"CHL","GDPHRWKD","TOT","USD","A","1992",12.604096,
"CHL","GDPHRWKD","TOT","USD","A","1993",12.876484,
"CHL","GDPHRWKD","TOT","USD","A","1994",13.645014,
"CHL","GDPHRWKD","TOT","USD","A","1995",15.083241,
"CHL","GDPHRWKD","TOT","USD","A","1996",16.139833,
"CHL","GDPHRWKD","TOT","USD","A","1997",17.390536,
"CHL","GDPHRWKD","TOT","USD","A","1998",17.427867,
"CHL","GDPHRWKD","TOT","USD","A","1999",17.730971,
"CHL","GDPHRWKD","TOT","USD","A","2000",18.467844,
"CHL","GDPHRWKD","TOT","USD","A","2001",19.038438,
"CHL","GDPHRWKD","TOT","USD","A","2002",19.207287,
"CHL","GDPHRWKD","TOT","USD","A","2003",19.368865,
"CHL","GDPHRWKD","TOT","USD","A","2004",20.27626,
"CHL","GDPHRWKD","TOT","USD","A","2005",21.35841,
"CHL","GDPHRWKD","TOT","USD","A","2006",22.238491,
"CHL","GDPHRWKD","TOT","USD","A","2007",23.095855,
"CHL","GDPHRWKD","TOT","USD","A","2008",23.604695,
"CHL","GDPHRWKD","TOT","USD","A","2009",23.625551,
"CHL","GDPHRWKD","TOT","USD","A","2010",22.829274,
"CHL","GDPHRWKD","TOT","USD","A","2011",23.291463,
"CHL","GDPHRWKD","TOT","USD","A","2012",24.354935,"B"
"CHL","GDPHRWKD","TOT","USD","A","2013",24.892583,
"CHL","GDPHRWKD","TOT","USD","A","2014",25.294293,
"CHL","GDPHRWKD","TOT","USD","A","2015",25.484431,
"CHL","GDPHRWKD","TOT","USD","A","2016",25.852447,
"CHL","GDPHRWKD","TOT","USD","A","2017",25.837656,
"CHL","GDPHRWKD","TOT","USD","A","2018",26.535949,
"CHL","GDPHRWKD","TOT","USD","A","2019",26.790848,
"CHL","GDPHRWKD","TOT","USD","A","2020",30.42683,"E"
"EST","GDPHRWKD","TOT","USD","A","2000",21.252734,
"EST","GDPHRWKD","TOT","USD","A","2001",22.480811,
"EST","GDPHRWKD","TOT","USD","A","2002",23.988563,
"EST","GDPHRWKD","TOT","USD","A","2003",25.195772,
"EST","GDPHRWKD","TOT","USD","A","2004",26.894521,
"EST","GDPHRWKD","TOT","USD","A","2005",28.476761,
"EST","GDPHRWKD","TOT","USD","A","2006",29.899059,
"EST","GDPHRWKD","TOT","USD","A","2007",32.15411,
"EST","GDPHRWKD","TOT","USD","A","2008",31.05281,
"EST","GDPHRWKD","TOT","USD","A","2009",31.776421,
"EST","GDPHRWKD","TOT","USD","A","2010",33.558813,
"EST","GDPHRWKD","TOT","USD","A","2011",33.057145,
"EST","GDPHRWKD","TOT","USD","A","2012",34.118621,
"EST","GDPHRWKD","TOT","USD","A","2013",34.517259,
"EST","GDPHRWKD","TOT","USD","A","2014",35.39786,
